age,annual_income,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,employment_years,num_open_accounts,num_derogatory_marks,late_payments_2yr,loan_purpose,default
25,44186.72,10965.82,60,837,0.116,5.5,3,0,0,business,0
51,84528.38,10286.24,36,547,0.1886,1.6,3,0,0,debt_consolidation,0
27,57805.11,10759.43,36,633,0.3709,2.6,3,0,0,business,0
40,115174.16,22691.82,12,611,0.1155,3.3,17,0,1,personal,0
53,67100.12,17453.94,24,745,0.2152,6.2,11,0,1,personal,1
30,77201.83,13552.89,48,533,0.4762,14.9,11,0,0,personal,0
33,51145.93,23607.96,60,594,0.1965,3.1,19,0,0,debt_consolidation,0
32,44440.15,22473.26,36,659,0.3718,14.6,17,1,1,education,0
37,84095.36,19260.24,48,630,0.2857,1.3,11,0,0,business,0
22,94890.97,11062.9,24,735,0.2009,4.3,14,0,1,home_improvement,0
42,40155.82,4365.78,36,678,0.2794,2.2,7,0,0,personal,0
51,46625.85,23364.12,12,719,0.0969,3.1,17,1,0,debt_consolidation,0
34,48527.8,18286.7,36,819,0.2294,1.8,17,1,0,business,0
55,81915.98,24008.36,12,674,0.0773,1.8,17,1,1,debt_consolidation,1
25,74043.57,2818.54,12,706,0.0346,1.3,3,0,0,home_improvement,0
49,62518.35,18091.65,60,821,0.7929,2.3,16,1,0,education,0
59,45502.6,3999.99,24,748,0.1954,1.8,4,0,1,business,0
52,105197.84,16218.15,12,643,0.4536,3.2,14,1,0,education,0
48,89440.04,13728.88,36,674,0.4397,1.8,2,0,2,home_improvement,0
26,20000.0,21794.8,12,681,0.2966,6.2,18,0,0,education,0
46,86417.99,21371.91,36,636,0.5066,2.7,15,0,1,debt_consolidation,0
24,57783.22,12034.1,60,850,0.4366,0.3,15,1,0,education,0
54,49962.4,14410.17,24,597,0.445,1.9,10,0,2,home_improvement,0
25,84155.6,11215.96,48,848,0.4784,0.2,3,0,0,home_improvement,0
46,73774.92,1000.0,36,767,0.1463,8.0,11,0,0,education,0
41,67224.93,15168.1,48,665,0.4612,2.2,1,0,0,business,0
55,42516.57,1000.0,36,668,0.376,1.3,1,0,2,education,1
47,90367.75,7671.37,12,737,0.179,16.8,17,0,1,business,0
26,34089.77,17154.69,48,786,0.2835,0.3,8,1,1,debt_consolidation,0
56,84353.19,16023.28,60,476,0.0498,1.9,18,0,0,home_improvement,0
49,67242.84,21953.15,24,708,0.3171,0.4,8,1,1,personal,0
50,64106.98,14334.87,48,713,0.3549,4.6,8,0,0,debt_consolidation,0
30,51220.99,24260.78,12,550,0.3237,2.3,17,0,0,education,0
59,69117.1,19096.72,36,721,0.0152,1.0,2,0,1,education,0
27,30609.52,17398.6,60,635,0.1167,3.9,1,0,0,business,0
40,95866.07,2772.73,12,677,0.5496,0.9,11,0,1,education,0
32,54925.0,28544.44,12,473,0.5261,3.4,6,0,1,education,0
23,47755.62,5371.34,60,763,0.4211,2.3,2,0,0,education,1
30,60080.14,17191.48,12,636,0.1759,4.8,2,0,3,education,0
42,55659.4,30819.21,12,807,0.6764,3.7,18,0,0,education,0
45,96085.06,1000.0,36,608,0.2191,2.6,16,0,0,education,0
55,21665.92,11467.51,48,711,0.3967,1.6,15,0,2,home_improvement,0
43,63144.87,1000.0,12,714,0.7004,10.8,9,1,2,personal,0
24,104568.64,20798.58,36,590,0.1878,5.2,17,0,0,business,0
33,66706.99,14240.04,24,717,0.3728,3.4,2,0,0,business,0
49,69711.22,10452.71,48,664,0.3783,3.7,13,2,1,business,0
51,64295.52,8285.05,48,750,0.4264,1.6,9,1,0,personal,0
47,48773.16,12135.04,12,654,0.2346,1.4,18,0,0,personal,1
42,78504.54,19670.6,36,804,0.4177,4.8,10,0,0,education,0
49,60207.86,8331.24,36,624,0.3964,0.8,10,0,2,personal,0
47,68519.44,13086.03,24,748,0.6007,6.5,10,0,0,personal,0
54,78725.91,16053.14,48,540,0.2792,0.2,19,1,3,home_improvement,0
42,76048.97,12023.66,60,540,0.6413,2.1,5,0,0,personal,0
56,67421.76,16534.2,24,497,0.2909,7.1,5,0,2,personal,0
55,87464.02,5802.54,12,655,0.1882,0.5,8,1,2,personal,0
62,90292.05,8045.16,60,676,0.316,3.6,6,0,1,business,0
39,84618.38,13803.77,12,774,0.3624,7.2,4,1,0,education,0
32,91382.55,2608.36,12,576,0.2177,0.1,1,0,0,debt_consolidation,0
44,98893.99,11501.66,36,515,0.4134,11.4,18,0,0,business,0
43,34841.18,11566.39,12,595,0.1024,0.3,16,1,0,education,0
38,133943.15,20191.06,48,686,0.5567,3.4,8,3,0,education,0
26,68912.15,23521.28,48,575,0.3892,1.3,7,0,1,education,1
32,58922.53,24165.57,36,545,0.3467,1.0,5,1,0,education,0
51,69214.65,16963.34,12,640,0.3196,7.5,9,0,0,debt_consolidation,0
36,28107.8,4183.12,36,680,0.3654,18.5,14,1,0,debt_consolidation,0
48,70851.37,5881.27,36,752,0.3173,11.7,16,0,0,personal,0
56,45172.37,18050.59,12,610,0.376,3.1,8,1,0,personal,0
54,66816.06,20704.2,24,709,0.0653,1.0,1,0,1,education,0
41,68620.68,5030.05,48,584,0.0186,0.2,4,0,0,home_improvement,0
37,50184.29,26262.91,60,570,0.4695,1.4,2,0,1,debt_consolidation,0
55,20000.0,24451.41,60,663,0.0423,2.5,19,0,0,personal,0
23,71842.76,26786.1,36,693,0.6353,0.0,10,0,0,debt_consolidation,0
56,64973.74,16768.61,24,545,0.2776,5.8,12,0,1,personal,0
61,69808.67,5600.79,12,634,0.2512,5.1,12,0,1,business,0
49,54462.32,19866.19,36,627,0.1156,0.1,12,1,0,business,0
60,48577.03,14129.71,12,625,0.2321,2.7,18,0,0,debt_consolidation,0
27,59622.62,14884.16,48,623,0.1867,21.3,14,1,2,education,0
30,68478.77,25494.01,36,614,0.2405,3.9,15,0,2,debt_consolidation,0
41,81841.8,10559.27,48,744,0.3191,0.6,17,1,1,debt_consolidation,0
22,44745.57,17437.7,60,631,0.182,7.7,19,0,0,education,0
29,84778.79,11854.69,36,599,0.3092,4.3,5,0,0,business,0
44,81346.16,10367.66,24,711,0.1938,1.2,6,1,0,debt_consolidation,0
24,78015.25,9718.93,24,785,0.2809,1.6,13,0,0,education,0
25,110756.38,8743.43,36,720,0.6962,4.4,5,0,0,business,0
46,21015.13,5911.67,36,667,0.7206,1.0,9,0,0,debt_consolidation,0
59,113765.16,31143.96,36,766,0.0438,0.9,5,0,0,education,0
36,48658.43,15098.16,24,642,0.0214,0.3,9,1,0,home_improvement,0
42,71038.77,18486.81,12,756,0.38,7.5,10,0,0,home_improvement,0
56,66101.32,10022.16,48,781,0.2221,8.5,18,0,1,debt_consolidation,0
35,31544.96,7242.88,60,714,0.4305,0.4,5,1,0,personal,0
57,78225.23,9100.04,24,700,0.3611,7.6,14,1,0,education,0
33,86594.04,8768.0,24,650,0.3035,0.1,16,0,0,debt_consolidation,0
38,75555.16,16091.28,12,682,0.1561,9.4,1,0,1,home_improvement,0
60,28078.79,13627.51,36,677,0.1934,7.3,16,2,1,business,0
30,33995.84,29179.83,60,557,0.2305,8.7,4,0,0,personal,0
56,47567.89,8592.32,48,850,0.2888,3.2,8,0,0,business,0
34,96818.99,18942.65,24,671,0.0635,4.9,18,0,0,business,0
36,67403.0,1000.0,60,561,0.4305,2.8,19,0,0,debt_consolidation,0
39,20000.0,11202.39,60,684,0.0653,8.1,13,1,1,education,0
54,116608.1,35516.92,36,445,0.4944,0.6,13,0,0,business,0
27,102506.08,4863.95,36,552,0.1054,3.4,12,0,1,debt_consolidation,0
48,37831.5,21341.77,12,823,0.292,0.3,11,1,1,personal,0
44,54768.0,18192.18,48,660,0.2681,1.2,13,1,0,business,0
48,57841.96,11750.39,48,804,0.2222,11.9,4,0,0,personal,0
55,78078.92,3135.01,12,634,0.1764,9.8,7,0,0,debt_consolidation,0
59,69971.95,12384.47,60,683,0.3556,10.4,5,0,1,debt_consolidation,0
35,47967.54,8897.62,12,599,0.1253,0.5,10,1,0,home_improvement,0
57,97777.54,6929.41,48,824,0.536,5.9,16,0,0,personal,0
29,108599.45,1000.0,24,685,0.2193,6.9,14,0,0,home_improvement,0
56,63763.73,13872.98,12,725,0.5025,1.4,6,0,0,personal,0
40,50657.24,9362.47,36,681,0.0664,11.1,4,0,0,business,0
51,104878.01,6319.77,12,696,0.0947,1.1,16,1,0,home_improvement,0
35,20000.0,3755.3,60,559,0.219,0.8,19,0,0,business,0
41,42641.07,8952.17,12,795,0.3518,6.7,13,0,0,personal,0
46,89484.14,20005.17,48,705,0.5733,4.6,14,0,0,personal,0
61,99788.59,17006.83,60,718,0.1733,5.3,16,0,2,home_improvement,0
45,57011.83,16230.99,36,698,0.2652,0.9,16,1,0,business,0
35,122007.44,8859.89,24,845,0.209,1.3,10,0,1,personal,0
47,20000.0,28443.24,48,766,0.5693,6.9,12,0,0,personal,0
59,92368.31,10097.85,24,659,0.0579,1.0,9,0,0,personal,0
44,67160.38,17725.69,12,578,0.4622,1.9,4,0,0,personal,0
43,52833.72,23116.14,48,599,0.0777,14.3,15,0,0,personal,0
40,86944.37,13127.15,24,754,0.0882,0.8,16,1,1,personal,0
24,55244.79,1000.0,24,615,0.3788,4.3,14,0,0,debt_consolidation,0
63,37824.14,18619.05,48,760,0.1,7.5,2,0,0,debt_consolidation,0
40,67886.21,16836.97,60,507,0.2073,6.3,18,0,0,business,0
30,63645.23,2653.09,60,729,0.386,2.7,17,0,0,business,0
49,45486.04,17548.65,48,738,0.5088,0.1,11,0,0,education,1
41,50671.24,14112.19,60,764,0.1424,4.9,11,0,1,debt_consolidation,0
28,54673.94,17865.26,48,703,0.095,0.4,13,0,1,home_improvement,0
35,24343.8,3855.02,48,602,0.1907,9.3,2,0,0,personal,0
30,22732.88,21205.85,60,506,0.1447,1.6,5,0,0,business,0
40,88327.24,10381.66,24,709,0.2616,1.3,2,0,0,home_improvement,0
35,29405.77,6805.7,36,620,0.1169,2.2,14,0,0,business,0
59,64554.91,21140.42,48,535,0.0803,12.3,3,1,0,debt_consolidation,0
57,20000.0,21877.23,36,815,0.2192,2.4,16,1,1,home_improvement,0
61,102653.51,16092.66,24,703,0.4591,3.3,2,0,0,personal,0
38,58258.22,20088.16,24,662,0.2937,3.8,13,0,0,business,0
51,92942.88,10525.71,36,691,0.3761,2.8,2,0,0,business,0
30,117860.3,10969.32,48,523,0.378,6.0,2,0,0,business,0
54,32779.4,25080.06,12,691,0.7806,1.1,15,0,0,education,0
46,47981.02,1000.0,24,672,0.381,3.6,18,0,0,debt_consolidation,0
35,86800.36,1000.0,48,659,0.1053,3.7,7,1,0,education,0
32,49177.49,12482.1,12,666,0.0914,1.0,7,0,0,personal,0
56,72259.23,10343.95,12,695,0.2746,1.2,13,0,1,education,0
62,67564.43,24291.15,24,630,0.5754,2.0,12,1,0,business,0
35,20000.0,11416.12,60,646,0.1664,5.8,5,0,0,personal,0
51,88591.73,16775.96,24,688,0.3122,8.1,16,0,0,debt_consolidation,0
62,61571.37,21832.12,36,652,0.1002,0.2,5,0,0,education,0
25,35149.33,22425.59,24,850,0.2545,2.7,18,0,1,personal,0
25,103671.04,5948.71,36,630,0.0369,1.0,5,0,0,debt_consolidation,1
49,47427.96,17993.53,60,691,0.0675,0.2,19,0,1,business,0
29,46054.35,1000.0,24,614,0.1437,3.8,12,0,0,education,0
23,20000.0,22022.22,12,669,0.6021,0.7,9,0,1,business,0
62,79876.01,11937.09,24,687,0.202,3.6,9,1,1,business,1
43,66062.09,19354.7,60,614,0.5035,2.9,11,1,0,education,0
62,21545.2,12286.46,60,606,0.1698,8.1,9,0,2,debt_consolidation,0
37,71140.67,12182.17,24,617,0.4823,1.0,19,0,0,education,0
50,85688.43,17823.27,36,709,0.1626,9.4,13,1,2,business,0
51,76553.36,17227.42,24,635,0.4432,0.8,3,0,1,home_improvement,0
33,98117.76,9889.58,12,692,0.3088,0.9,15,1,0,education,0
56,49891.9,3807.88,12,668,0.1561,5.2,18,1,0,business,0
32,109193.03,10789.04,48,599,0.5833,0.5,11,0,1,education,0
42,65091.09,16831.89,60,581,0.2821,1.2,9,0,0,home_improvement,0
42,85012.38,24894.74,12,709,0.0502,2.9,4,1,0,education,0
26,96940.64,12604.25,24,796,0.3346,2.4,9,0,0,debt_consolidation,0
41,131240.05,7749.08,24,636,0.1327,14.2,12,0,1,business,0
58,37970.81,4724.05,36,620,0.0942,5.0,13,0,1,debt_consolidation,0
24,46514.24,16077.55,12,736,0.0512,2.4,17,0,0,education,0
54,69746.53,11918.81,24,605,0.1496,4.8,19,0,0,business,0
30,55728.52,9948.3,36,606,0.2582,5.2,18,0,0,business,0
30,44955.39,26931.74,24,730,0.3874,6.6,16,0,0,debt_consolidation,0
25,26878.9,17680.31,12,604,0.3637,5.0,3,1,0,education,0
56,68146.83,18209.8,24,731,0.0466,1.7,1,1,0,business,0
38,84887.08,10377.19,48,780,0.563,8.8,2,0,1,home_improvement,0
55,73806.38,14073.83,60,667,0.1906,10.1,9,0,0,education,0
45,24252.95,15609.76,48,658,0.4036,2.9,9,0,0,personal,0
53,24847.09,10249.31,60,629,0.3221,0.2,17,0,0,debt_consolidation,0
22,66530.18,20904.43,24,670,0.2269,0.4,16,1,1,business,0
29,59028.78,9871.1,24,675,0.4305,1.0,2,1,2,business,0
44,57053.99,23290.51,60,627,0.3388,0.3,6,1,1,business,0
61,58060.23,20290.87,48,615,0.248,11.7,11,0,1,personal,0
33,52545.76,18898.27,12,592,0.0564,5.2,16,0,0,education,0
33,68720.63,15066.07,60,654,0.4579,6.5,12,0,0,personal,0
36,92530.62,13591.65,60,756,0.1222,0.0,4,0,2,personal,0
62,41644.89,22671.29,36,645,0.5116,2.8,16,3,0,personal,0
40,76321.24,11473.66,24,741,0.506,3.6,18,0,1,business,0
47,67067.29,1000.0,24,761,0.0556,8.4,18,0,1,home_improvement,0
50,20422.49,12220.98,60,651,0.5,17.2,6,1,0,business,0
43,48608.83,11348.16,24,683,0.4375,0.0,4,0,2,debt_consolidation,0
61,65252.63,9068.1,60,725,0.0597,3.1,7,0,1,debt_consolidation,0
42,119109.84,22410.87,36,589,0.1284,4.2,1,1,1,education,0
59,46870.48,2849.8,24,697,0.5032,6.9,2,1,0,education,0
41,49743.67,12537.64,60,626,0.2634,11.9,12,0,1,home_improvement,0
50,75328.93,14136.63,12,659,0.444,3.5,17,0,0,personal,0
25,62168.1,9844.22,60,706,0.3474,9.1,18,0,1,business,0
28,33457.61,22193.76,48,636,0.3281,0.4,12,0,1,home_improvement,0
49,21624.59,27761.32,60,627,0.5367,0.8,10,1,1,debt_consolidation,0
49,20000.0,15771.78,48,717,0.384,1.2,1,1,0,education,0
25,86250.64,17565.82,60,681,0.1883,9.4,16,0,0,home_improvement,0
43,39238.59,20415.05,24,704,0.2457,10.1,14,1,0,business,0
33,124247.62,16670.6,48,635,0.1327,6.4,1,2,1,education,0
24,51796.66,29500.54,24,783,0.1502,1.3,19,0,0,home_improvement,0
43,84286.9,11752.73,12,604,0.1337,2.9,18,0,0,debt_consolidation,0
23,35956.25,18371.92,60,595,0.0986,4.7,6,0,0,debt_consolidation,0
45,69747.55,12092.66,48,618,0.3969,13.9,9,0,0,debt_consolidation,0
55,100337.32,25270.97,36,672,0.3797,5.5,8,0,1,education,0
48,56254.5,8031.88,24,655,0.4875,0.7,12,0,0,business,0
62,37860.17,8004.81,24,658,0.3669,4.7,2,0,0,home_improvement,0
22,55692.51,15216.26,36,784,0.1357,1.0,13,0,0,home_improvement,0
29,59594.36,26853.71,60,795,0.1174,0.0,4,0,0,home_improvement,0
44,40357.88,27228.37,12,644,0.5956,1.3,16,0,0,education,0
59,106323.9,1433.03,36,739,0.2729,8.8,3,0,1,business,0
27,65468.82,22938.42,24,705,0.5267,22.2,3,0,0,debt_consolidation,0
43,97005.95,15929.82,12,530,0.2299,10.5,13,0,0,business,0
46,91859.56,10999.58,12,701,0.252,1.5,6,0,0,personal,0
39,107530.09,26339.76,12,668,0.2088,7.3,8,0,0,home_improvement,0
38,33523.18,21039.97,48,635,0.1378,0.1,10,0,0,home_improvement,0
33,81113.74,20640.11,24,654,0.136,3.0,8,0,0,personal,0
27,52404.27,18253.2,24,693,0.0806,5.9,11,0,1,debt_consolidation,0
47,61448.34,11634.23,12,783,0.2168,5.3,9,0,2,business,0
48,37977.34,16560.4,48,615,0.5059,0.7,10,0,0,home_improvement,0
29,123126.71,17559.38,24,766,0.1485,5.3,7,0,2,debt_consolidation,0
40,46620.6,6487.98,24,652,0.2546,12.0,3,0,1,personal,0
63,81319.89,20454.06,24,780,0.3092,0.6,15,0,0,debt_consolidation,0
22,32858.94,25841.92,48,727,0.4226,2.6,14,0,0,education,0
50,58638.54,26405.83,36,741,0.1427,4.4,11,2,0,business,0
56,91514.85,8084.19,24,688,0.2213,3.1,11,1,1,debt_consolidation,0
61,73683.56,12769.09,12,604,0.129,3.0,12,0,1,home_improvement,0
35,41458.63,21330.31,12,554,0.1381,22.8,4,0,0,home_improvement,0
56,47122.6,14006.29,60,568,0.4196,3.5,15,0,0,education,1
41,69069.87,10027.74,36,760,0.1074,13.1,9,1,0,home_improvement,0
34,64567.78,24596.4,24,721,0.1173,10.1,10,0,0,debt_consolidation,0
59,32174.82,13560.67,24,760,0.0793,11.1,19,1,0,education,0
29,55473.96,3899.88,36,829,0.3754,1.5,6,0,1,home_improvement,0
64,61351.68,21284.34,12,615,0.0396,6.6,12,0,0,business,0
41,79210.01,23754.55,36,611,0.1688,5.9,2,0,0,personal,0
54,90326.42,12193.01,36,611,0.0694,2.3,11,0,0,personal,0
47,81778.54,20705.34,24,648,0.1791,2.3,3,2,0,debt_consolidation,0
60,73488.42,1404.58,36,695,0.4772,1.5,10,1,1,debt_consolidation,0
42,74066.38,14688.88,48,604,0.0869,1.3,11,2,0,education,0
63,76926.26,11630.54,24,700,0.3237,3.7,13,0,2,education,0
64,88919.4,26520.71,60,594,0.3872,2.2,14,0,1,education,0
62,107297.37,25319.91,24,546,0.2513,3.8,17,1,0,personal,0
30,40684.32,12649.17,60,632,0.4,2.6,8,0,0,business,0
45,53794.59,13290.71,12,728,0.3169,6.6,8,0,0,home_improvement,0
58,90263.18,28931.82,24,588,0.255,5.9,8,0,0,debt_consolidation,1
62,40123.72,26952.75,36,666,0.195,2.5,16,0,1,personal,0
38,32611.27,7169.46,24,662,0.1154,4.2,3,0,0,home_improvement,0
45,48958.45,14116.23,48,717,0.2298,3.7,19,0,1,home_improvement,0
42,66838.13,20185.19,60,610,0.3784,3.0,13,0,0,personal,0
60,53040.17,18893.68,24,837,0.5609,0.9,1,1,0,business,0
62,74238.44,23035.46,36,705,0.099,5.0,19,0,1,debt_consolidation,0
60,57894.23,11218.94,60,690,0.4561,2.5,14,0,1,debt_consolidation,0
34,56370.79,20444.73,48,628,0.1842,2.4,11,0,1,personal,0
32,23273.25,16557.59,60,670,0.1882,5.3,19,0,0,debt_consolidation,0
40,79969.49,23992.65,48,602,0.0272,7.1,2,0,1,debt_consolidation,0
32,80298.06,10569.17,48,701,0.0735,2.9,9,0,2,debt_consolidation,0
34,60325.0,9171.92,12,734,0.0887,4.5,3,0,0,education,0
22,68724.91,19012.91,12,677,0.2066,1.4,14,1,1,debt_consolidation,0
61,68672.15,18393.82,24,718,0.1948,1.5,1,1,0,education,0
40,91284.17,13532.25,24,612,0.4051,1.3,6,0,2,personal,0
33,70568.73,16742.85,24,680,0.5205,0.5,15,0,1,home_improvement,0
29,31614.24,14885.1,12,728,0.4057,0.7,9,0,0,home_improvement,0
29,112699.17,22469.31,12,674,0.6102,6.3,10,0,2,personal,0
33,97223.97,14914.59,60,648,0.2459,10.5,5,0,0,personal,0
54,66242.7,16789.2,36,575,0.2868,2.3,2,0,0,personal,0
47,68871.41,10998.72,60,616,0.1852,2.0,3,0,0,business,0
60,72232.35,22105.12,60,780,0.1187,7.8,3,1,0,business,0
49,45733.26,14972.18,48,655,0.3322,3.8,19,0,1,home_improvement,1
26,92871.98,31807.1,12,850,0.4266,4.1,10,0,0,education,0
29,90263.66,11489.96,48,761,0.3775,9.6,12,0,0,debt_consolidation,0
46,62838.03,16235.08,24,635,0.093,5.2,2,0,1,debt_consolidation,0
48,81809.68,16048.17,36,486,0.1181,1.9,9,2,1,business,0
44,91083.67,14191.82,24,644,0.0851,0.4,14,0,0,debt_consolidation,0
51,70675.26,27406.22,36,600,0.3708,1.9,14,2,3,business,0
44,39229.18,1000.0,48,604,0.5264,5.7,3,0,0,personal,0
41,82144.64,21955.21,24,625,0.4824,1.4,7,1,0,debt_consolidation,0
39,66409.2,14273.16,12,598,0.3013,2.3,17,0,0,business,0
39,37631.39,18762.69,36,554,0.1747,1.9,6,0,0,education,0
23,90871.81,11663.42,60,737,0.4091,2.0,1,2,0,debt_consolidation,0
25,70924.83,15802.46,60,586,0.3294,12.1,9,1,1,business,0
51,59262.13,16115.66,36,723,0.2613,1.5,2,0,0,business,0
54,116801.35,10298.72,48,762,0.2681,1.0,14,0,0,debt_consolidation,0
57,51371.72,12284.69,36,630,0.282,4.0,10,0,0,business,0
39,41428.01,31808.63,60,740,0.3747,15.1,14,1,0,personal,0
58,68911.83,15086.9,48,619,0.5052,22.7,17,1,1,business,0
40,61122.25,15198.82,60,644,0.7459,12.0,16,1,1,business,0
49,51033.56,25714.83,36,599,0.1115,0.2,19,0,1,education,0
61,100219.29,20761.05,48,621,0.4872,7.3,10,0,1,education,0
41,36943.89,15616.39,36,751,0.2911,3.6,6,0,0,personal,1
54,72743.96,14039.27,12,670,0.1071,1.0,6,1,0,education,0
33,67183.12,12600.43,36,660,0.3965,8.0,3,0,0,debt_consolidation,0
36,64724.35,30935.19,12,706,0.4364,2.2,2,0,1,education,0
62,93884.31,7936.96,12,826,0.1676,3.5,5,0,0,home_improvement,0
60,116351.98,7229.95,60,566,0.3033,2.3,6,0,0,home_improvement,0
23,65007.48,10470.37,24,793,0.1388,1.9,6,0,0,business,0
50,87204.52,6526.73,36,652,0.2376,4.1,12,0,1,debt_consolidation,0
62,66018.83,17157.33,48,676,0.2943,3.3,18,0,0,debt_consolidation,0
31,66971.21,21849.69,24,751,0.1678,0.8,19,0,0,debt_consolidation,0
23,76284.02,11783.21,12,771,0.3021,1.4,12,0,1,home_improvement,0
32,69213.01,9533.35,12,762,0.381,19.5,4,0,0,personal,0
34,42216.23,22224.14,48,656,0.2016,14.8,7,1,0,personal,0
31,98280.26,17059.78,36,736,0.2371,14.8,7,0,0,debt_consolidation,0
35,76236.66,1000.0,36,771,0.1384,4.8,7,0,0,education,0
39,63832.24,1000.0,60,740,0.1235,0.4,3,0,0,education,0
30,49338.28,19736.5,12,744,0.1484,0.8,7,0,0,personal,0
60,72299.74,27262.13,48,785,0.1245,0.6,2,0,0,education,0
49,58921.12,16530.24,24,600,0.2789,4.7,18,1,0,education,0
24,69554.23,17325.61,36,658,0.5781,4.6,3,0,0,debt_consolidation,0
41,60277.91,15959.14,12,556,0.0066,17.1,9,1,0,personal,0
27,44223.32,21099.34,24,758,0.5542,7.2,13,1,0,debt_consolidation,0
48,105259.67,6056.35,36,624,0.272,18.8,8,1,0,debt_consolidation,0
23,41405.14,17438.63,36,696,0.3189,13.9,12,0,0,debt_consolidation,0
50,45480.98,15311.73,48,776,0.2562,8.0,12,0,1,home_improvement,1
59,81954.15,13612.69,12,704,0.3993,14.5,3,0,0,education,0
24,72744.44,10560.64,48,615,0.3487,1.3,19,1,1,debt_consolidation,0
37,81518.17,16317.35,60,771,0.3579,7.2,14,0,1,education,0
51,77578.5,8627.55,36,762,0.1423,7.1,8,0,0,personal,0
61,46174.1,11534.39,60,771,0.494,10.6,14,0,1,debt_consolidation,0
23,81749.09,19736.98,12,730,0.3337,0.1,18,0,0,personal,0
38,48924.9,16167.62,36,674,0.6775,1.4,16,1,0,education,0
62,91344.39,3522.35,36,563,0.5613,9.7,5,1,2,education,0
33,40049.23,23498.45,48,510,0.0262,0.0,10,1,0,business,0
56,45175.33,11231.23,12,628,0.4271,4.9,1,1,1,business,1
64,45879.35,18556.58,36,671,0.1645,1.1,7,0,0,home_improvement,0
22,72756.06,13094.88,60,625,0.2174,1.5,12,0,0,education,0
36,63699.18,14816.15,36,637,0.2464,3.2,18,1,0,home_improvement,0
47,67868.43,24351.3,24,749,0.7199,1.7,8,0,0,debt_consolidation,0
58,62051.59,8445.31,48,836,0.2582,5.4,11,0,0,debt_consolidation,0
42,63671.08,15740.0,48,657,0.2065,2.0,4,0,0,home_improvement,0
52,52949.51,8405.57,12,813,0.1929,3.8,12,0,0,home_improvement,0
46,27224.28,17457.74,48,699,0.5651,11.8,17,0,0,personal,0
44,30122.63,1000.0,48,721,0.4917,7.6,13,1,1,education,0
45,44963.94,7582.73,60,559,0.3298,4.7,19,0,0,debt_consolidation,0
59,56948.1,28043.37,48,651,0.0419,7.4,8,0,0,education,0
49,101614.56,1000.0,24,696,0.6672,12.4,7,0,2,debt_consolidation,0
42,39518.19,11963.58,12,625,0.3119,7.6,3,0,1,education,0
64,37688.49,11057.08,36,636,0.2884,1.6,7,0,0,debt_consolidation,0
39,20000.0,17362.97,48,649,0.194,0.6,8,0,1,debt_consolidation,0
57,77530.97,8905.51,24,736,0.4597,1.7,4,1,1,business,0
56,59663.51,16228.38,48,782,0.5337,13.5,9,1,0,education,0
30,32646.9,11533.18,12,755,0.3918,2.2,4,0,0,personal,0
59,64285.18,6321.6,36,537,0.0883,0.3,15,0,0,home_improvement,0
51,50416.94,9712.89,24,654,0.2348,9.3,4,0,1,home_improvement,0
55,97379.82,14468.14,60,646,0.1134,0.6,2,0,0,home_improvement,0
53,48237.41,19357.16,60,634,0.0656,2.1,2,0,2,education,0
24,107453.05,8049.5,60,665,0.1682,10.2,6,2,1,home_improvement,0
24,69305.68,12256.6,48,681,0.5092,1.5,9,0,2,home_improvement,0
49,55127.9,19136.09,36,626,0.1388,2.7,3,0,0,debt_consolidation,0
36,58575.91,9294.66,60,543,0.1962,0.7,12,0,0,personal,0
62,72330.82,10752.1,48,776,0.3312,3.9,16,0,0,personal,0
44,58295.57,11048.37,36,723,0.4456,4.1,19,1,0,debt_consolidation,1
61,41859.15,19773.97,36,522,0.0964,3.6,8,0,2,business,0
32,80773.11,12946.82,12,701,0.4422,24.6,5,0,0,personal,0
53,89787.98,26259.8,36,509,0.0866,0.3,17,0,1,debt_consolidation,0
57,90679.44,18658.63,60,786,0.1449,5.1,11,1,0,personal,0
54,60993.17,9058.65,12,660,0.2731,8.9,4,0,0,debt_consolidation,0
45,92296.1,18018.5,24,733,0.2533,0.5,9,0,1,home_improvement,0
60,72886.87,20152.31,60,547,0.4953,4.3,5,1,0,home_improvement,0
55,57682.57,7433.01,24,649,0.2918,2.8,1,0,0,personal,0
49,50974.68,19554.37,60,658,0.0883,1.9,6,0,1,education,1
58,88016.79,11026.82,24,755,0.6249,2.7,2,0,0,home_improvement,0
28,22927.86,13238.52,24,717,0.1005,0.0,12,0,1,debt_consolidation,0
25,99718.69,22812.18,60,664,0.3766,7.7,17,1,1,home_improvement,0
58,68149.94,7663.0,48,674,0.4576,11.4,14,0,1,debt_consolidation,0
22,50074.61,12723.38,60,842,0.6751,3.2,11,1,2,home_improvement,0
22,47128.57,14828.55,12,675,0.3231,3.0,10,2,1,personal,0
41,53918.7,20818.7,60,624,0.2239,0.3,19,2,0,business,0
40,82647.67,8562.55,12,683,0.3638,3.5,6,0,0,personal,0
50,72789.66,18912.61,48,728,0.4801,22.6,4,0,1,debt_consolidation,0
31,53525.68,27061.92,60,732,0.0418,10.4,9,0,1,business,0
39,51478.34,16721.13,12,791,0.5627,0.6,8,0,1,business,0
49,72850.94,1576.53,24,710,0.1612,1.8,12,0,2,education,0
